Symbol,Company,FV,Sector,No Years,Price,Div Yield,5Y Avg Yield,Current Div,Payouts/ Year,Annualized,Previous Div,Ex-Date,Pay-Date,Low,High,DGR 1Y,DGR 3Y,DGR 5Y,DGR 10Y,TTR 1Y,TTR 3Y,Fair Value,FV %,,Streak Basis,Chowder Number,EPS 1Y,Revenue 1Y,NPM,CF/Share,ROE,Current R,Debt/Capital,ROTC,P/E,P/BV,PEG,New Member,Industry
NEE,"NextEra Energy, Inc.",,Utilities,28,90.27,1.88,2.23,0.425,4,1.70,0.385,2/28/22,3/15/22,67.22,93.73,10.21,11.15,11.83,10.92,7.83,17.19,Above Fair Value,1,Blended,Ex-date,14,-18.12,3.90,14.76,4.51,3.74,0.54,0.59,1.32,58.97,4.18,-6.05,,Electric Utilities
NFG,National Fuel Gas Company,,Utilities,52,70.31,2.70,3.37,0.475,4,1.90,0.455,6/29/22,7/15/22,50.26,75.97,2.80,2.48,2.46,2.56,30.17,11.79,In the Margin of Safety,-2,Blended,Ex-date,5,581.04,35.79,23.49,8.48,24.65,0.54,0.61,9.64,12.20,3.02,0.00,,Gas Utilities
NJR,New Jersey Resources Corporation,,Utilities,27,45.64,3.18,3.06,0.363,4,1.45,0.333,9/17/21,10/1/21,34.41,47.50,9.03,7.42,7.29,6.82,16.70,-0.09,At Fair Value,0,Blended,Ex-date,10,44.62,31.51,8.21,2.97,12.71,0.77,0.64,4.54,19.52,2.43,69.64,,Gas Utilities
NNN,"National Retail Properties, Inc.",,Real Estate,33,44.94,4.90,4.66,0.55,4,2.20,0.530,7/28/22,8/15/22,39.12,48.90,1.93,1.97,3.10,3.25,-3.97,-2.17,In the Margin of Safety,-5,Blended,Ex-date,8,29.93,9.99,42.22,3.22,7.73,1.81,0.50,3.80,25.20,1.94,5.03,,Equity Real Estate Investment Trusts (REITs)
NUE,Nucor Corporation,,Materials,49,139.42,1.43,2.55,0.5,4,2.00,0.405,12/30/21,2/11/22,88.50,187.90,17.78,6.44,4.80,2.72,10.65,27.05,In the Margin of Safety,-19,Blended,Ex-date excl. specials,6,224.00,65.29,21.03,32.85,62.29,2.62,0.30,35.43,3.25,1.65,0.06,,Metals and Mining
NWN,Northwest Natural Holding Company,,Utilities,66,48.3,4.00,3.29,0.483,4,1.93,0.480,10/28/21,11/15/21,43.07,57.63,0.53,0.53,0.53,0.86,5.19,-5.30,In the Margin of Safety,-16,Blended,Ex-date,5,-12.73,14.96,8.28,5.13,7.56,0.67,0.55,3.96,21.67,1.63,20.99,,Gas Utilities
O,Realty Income Corporation,,Real Estate,29,66.36,4.48,4.37,0.248,12,2.97,0.247,6/30/22,7/15/22,62.29,75.40,3.70,2.90,3.35,5.27,6.70,4.03,In the Margin of Safety,-1,Blended,Ex-date,8,6.70,61.76,20.15,3.80,2.95,1.04,0.39,2.24,64.06,1.61,-33.73,,Equity Real Estate Investment Trusts (REITs)
ORI,Old Republic International Corporation,,Financials,40,22.2,1.04,3.99,0.23,1,0.23,0.220,3/4/22,3/15/22,20.93,27.19,4.66,4.45,3.58,2.48,-0.95,9.71,At Fair Value,0,Blended,Ex-date excl. specials,5,-39.04,-2.61,11.23,3.95,14.91,0.55,0.20,9.87,6.93,1.07,0.54,,Insurance
OZK,Bank OZK,,Financials,26,41.17,3.11,2.94,0.32,4,1.28,0.310,7/14/22,7/22/22,34.79,51.39,7.25,11.28,12.09,18.76,-8.56,11.49,In the Margin of Safety,-15,Blended,Ex-date,15,5.47,4.11,48.64,4.94,12.05,0.07,0.00,,8.72,1.05,1.02,,Banks
PEP,"PepsiCo, Inc.",,Consumer Staples,50,172.67,2.66,2.87,1.15,4,4.60,1.075,6/2/22,6/30/22,149.48,181.07,5.62,5.39,7.40,7.71,15.56,11.45,At Fair Value,0,Blended,Ex-date,10,12.37,9.76,11.29,8.07,54.61,0.84,0.68,13.26,24.34,12.10,3.48,,Beverages
PG,The Procter & Gamble Company,,Consumer Staples,66,137.86,2.65,2.73,0.914,4,3.65,0.870,4/21/22,5/16/22,129.50,165.35,8.67,6.73,5.48,5.13,9.10,12.16,At Fair Value,0,Blended,Ex-date,8,5.41,5.35,18.39,6.94,31.64,0.66,0.41,14.73,23.97,7.53,2.50,,Household Products
PH,Parker-Hannifin Corporation,,Industrials,66,274.76,1.94,1.71,1.33,4,5.32,1.030,5/12/22,6/3/22,230.44,340.00,20.44,11.84,11.37,11.12,-18.67,14.99,In the Margin of Safety,-3,Blended,Fiscal year ex-date,13,-24.39,10.56,8.30,19.00,15.24,2.06,0.57,10.21,24.05,3.58,3.55,,Machinery
PII,Polaris Inc.,,Consumer Discretionary,27,111.98,2.29,2.33,0.64,4,2.56,0.630,2/28/22,3/15/22,94.24,132.50,1.61,1.63,2.37,7.88,-25.89,5.38,In the Margin of Safety,-5,Blended,Ex-date,5,-34.11,7.32,3.17,0.68,38.45,1.23,0.67,13.12,14.26,5.52,0.61,,Leisure Products
PPG,"PPG Industries, Inc.",,Materials,51,127.76,1.94,1.74,0.62,4,2.48,0.590,8/9/22,9/10/22,107.06,177.32,9.27,7.13,8.09,7.46,-31.58,0.98,In the Margin of Safety,-6,Blended,Ex-date,10,-29.54,11.99,6.21,3.57,17.23,1.51,0.56,6.80,25.29,4.35,2.33,,Chemicals
RLI,RLI Corp.,,Financials,47,111.67,0.93,1.06,0.26,4,1.04,0.250,5/27/22,6/21/22,96.22,121.93,4.13,4.31,4.52,5.18,14.66,13.36,In the Margin of Safety,-50,Blended,Ex-date excl. specials,5,-39.65,-7.03,15.89,8.64,14.90,1.15,0.18,8.22,31.03,5.07,2.98,,Insurance
RNR,RenaissanceRe Holdings Ltd.,,Financials,27,142.3,1.04,0.92,0.37,4,1.48,0.360,3/14/22,3/31/22,124.18,174.55,2.82,2.91,3.00,3.26,6.11,-3.39,In the Margin of Safety,-5,Blended,Ex-date,4,0.00,-5.47,-19.33,26.35,-9.69,1.32,0.11,-5.10,-7.25,1.38,0.00,,Insurance
ROP,"Roper Technologies, Inc.",,Industrials,29,408.08,0.61,0.53,0.62,4,2.48,0.563,1/7/22,1/24/22,369.51,505.00,10.01,10.56,12.72,16.93,-15.65,3.07,In the Margin of Safety,-3,Blended,Declaration date,13,17.51,23.46,47.60,13.62,8.20,1.58,0.36,5.08,41.02,3.05,5.59,,Industrial Conglomerates
RPM,RPM International Inc.,,Materials,48,95.55,1.67,2.01,0.4,4,1.60,0.380,10/15/21,10/29/21,74.56,101.48,5.34,4.87,6.11,6.34,-9.62,10.90,At Fair Value,0,Blended,Fiscal year ex-date,8,-1.93,9.86,7.33,1.40,26.43,1.57,0.61,8.68,23.12,5.75,1.02,,Chemicals
RTX,Raytheon Technologies Corporation,,Industrials,29,86.56,2.54,2.06,0.55,4,2.20,0.510,5/19/22,6/16/22,79.00,106.02,7.50,4.40,4.60,5.59,15.34,-7.51,In the Margin of Safety,-17,Blended,Ex-date,7,114.54,4.81,6.85,4.58,6.51,1.10,0.32,4.13,31.86,2.02,-2.20,,Aerospace and Defense
SBSI,"Southside Bancshares, Inc.",,Financials,28,36.8,3.70,3.71,0.34,4,1.36,0.330,2/16/22,3/3/22,35.44,45.36,4.69,3.47,6.14,8.86,1.31,8.98,In the Margin of Safety,-4,Blended,Declaration date,10,-1.54,-0.63,43.19,6.32,13.34,0.04,0.00,,11.16,1.65,0.94,,Banks
SCL,Stepan Company,,Materials,54,100.51,1.33,1.12,0.335,4,1.34,0.305,11/29/21,12/15/21,95.03,129.35,10.09,10.35,10.23,9.07,-14.74,4.45,In the Margin of Safety,-18,Blended,Ex-date,12,2.71,26.16,5.72,3.75,13.87,1.71,0.35,8.45,15.36,2.01,1.40,,Chemicals
SEIC,SEI Investments Company,,Financials,31,56.01,1.43,1.23,0.4,2,0.80,0.370,12/20/21,1/7/22,51.07,65.22,8.11,6.63,7.40,10.31,-11.60,0.01,In the Margin of Safety,-19,Blended,Declaration date excl. specials,9,21.41,13.90,28.54,4.62,31.39,5.43,0.02,20.27,12.80,3.81,0.94,,Capital Markets
SHW,The Sherwin-Williams Company,,Materials,44,240.78,1.00,0.87,0.6,4,2.40,0.550,2/25/22,3/11/22,214.22,354.15,15.39,20.14,15.35,16.41,-17.16,14.56,At Fair Value,0,Blended,Ex-date,16,-16.77,5.77,8.45,6.49,69.30,0.87,0.85,10.89,33.13,25.98,3.49,,Chemicals
SJM,The J. M. Smucker Company,,Consumer Staples,25,138.64,2.94,3.02,1.02,4,4.08,0.990,8/11/22,9/1/22,119.09,146.74,10.01,5.22,5.71,7.51,1.76,6.79,At Fair Value,0,Blended,Ex-date excl. specials,9,-23.63,1.59,7.34,8.93,7.21,1.06,0.38,5.28,24.28,1.74,8.98,,Food Products
SJW,SJW Group,,Utilities,55,64.26,2.24,1.96,0.36,4,1.44,0.340,2/4/22,3/1/22,55.74,73.69,6.07,6.47,10.76,7.18,0.71,2.94,In the Margin of Safety,-4,Blended,Ex-date,13,-19.64,2.01,9.04,4.88,5.19,0.50,0.62,2.42,35.81,1.84,-4.32,,Water Utilities
SON,Sonoco Products Company,,Materials,40,64,3.06,2.95,0.49,4,1.96,0.450,5/9/22,6/10/22,51.52,67.06,4.55,3.50,4.18,4.64,-12.12,-1.45,In the Margin of Safety,-14,Blended,Ex-date,7,0.00,20.54,6.48,3.88,22.70,1.37,0.64,9.51,13.67,2.98,1.36,,Containers and Packaging
SPGI,S&P Global Inc.,,Financials,49,367.06,0.93,0.85,0.85,4,3.40,0.770,5/26/22,6/10/22,311.87,484.21,9.73,13.88,15.47,12.09,-17.25,14.91,At Fair Value,0,Blended,Ex-date excl. specials,16,31.31,22.00,38.49,9.44,16.72,1.26,0.22,8.24,25.10,2.88,2.75,,Capital Markets
SRCE,1st Source Corporation,,Financials,35,47.72,2.68,2.45,0.32,4,1.28,0.310,8/1/22,8/12/22,42.29,52.70,7.83,6.04,11.18,7.87,0.36,2.07,In the Margin of Safety,-6,Blended,Ex-date excl. specials,14,14.15,5.36,34.45,6.35,12.61,0.05,0.00,,9.71,1.31,0.68,,Banks
SWK,"Stanley Black & Decker, Inc.",,Industrials,55,88.05,3.63,2.03,0.8,4,3.20,0.790,9/2/22,9/20/22,84.63,199.20,12.86,6.18,6.38,6.78,-47.80,-8.49,In the Margin of Safety,-41,Blended,Ex-date,10,-42.96,18.45,5.94,-8.45,9.33,0.85,0.57,5.36,17.67,1.88,-3.38,,Machinery
SYK,Stryker Corporation,,Health Care,29,220.28,1.26,1.13,0.695,4,2.78,0.630,12/30/21,1/31/22,188.84,280.43,10.15,10.18,10.41,12.76,-22.57,0.02,In the Margin of Safety,-11,Blended,Pay date,12,-0.58,8.52,11.80,7.06,14.10,2.01,0.47,7.93,36.15,4.81,9.25,,Healthcare Equipment and Supplies
SYY,Sysco Corporation,,Consumer Staples,52,83.04,2.36,2.48,0.49,4,1.96,0.470,6/30/22,7/22/22,68.05,91.53,31.67,16.48,19.57,11.48,12.22,9.19,At Fair Value,0,Blended,Pay date,22,159.24,33.81,1.98,3.51,90.54,1.20,0.89,12.21,32.44,31.77,6.72,,Food and Staples Retailing
TDS,"Telephone and Data Systems, Inc.",,Communication Services,48,16.21,4.44,3.08,0.18,4,0.72,0.175,3/14/22,3/31/22,14.46,21.48,2.90,2.99,3.22,4.00,-27.55,-16.83,In the Margin of Safety,-17,Blended,Ex-date excl. specials,8,-40.41,0.64,3.10,11.80,3.03,1.67,0.41,1.61,17.98,0.37,1.45,,Wireless Telecommunication Services
TGT,Target Corporation,,Consumer Discretionary,55,171.9,2.51,2.43,1.08,4,4.32,0.900,8/16/22,9/10/22,137.16,268.98,32.36,12.04,8.45,11.62,-40.67,19.92,At Fair Value,0,Blended,Ex-date,11,0.00,27.41,3.92,10.93,33.20,0.83,0.63,12.45,18.27,7.10,1.47,,Multiline Retail
THFF,First Financial Corporation,,Financials,34,45.96,2.35,2.54,0.54,2,1.08,0.530,6/16/22,7/1/22,38.51,49.00,0.95,1.28,1.37,1.31,11.88,6.17,In the Margin of Safety,-4,Blended,Pay date excl. specials,4,8.83,6.58,30.23,4.76,11.44,0.10,0.00,,9.38,1.17,0.85,,Banks
TMP,Tompkins Financial Corporation,,Financials,36,74.57,3.06,2.74,0.57,4,2.28,0.540,11/1/21,11/15/21,68.50,86.42,5.15,4.36,4.69,4.57,-4.33,-1.24,In the Margin of Safety,-4,Blended,Ex-date excl. specials,8,-10.11,-1.00,27.88,8.48,12.58,0.04,0.00,,12.30,1.67,1.73,,Banks
TNC,Tennant Company,,Industrials,50,60.46,1.65,1.34,0.25,4,1.00,0.230,11/29/21,12/15/21,54.91,85.33,7.70,4.05,3.38,3.73,-24.81,0.20,In the Margin of Safety,-35,Blended,Ex-date,5,12.98,0.88,5.19,0.44,12.93,1.97,0.40,6.39,19.47,2.55,0.91,,Machinery
TR,"Tootsie Roll Industries, Inc.",,Consumer Staples,56,34.74,1.04,1.04,0.09,4,0.36,0.087,6/17/22,7/7/22,29.01,38.09,3.00,3.00,3.00,4.14,8.52,2.61,At Fair Value,0,Blended,Ex-date excl. specials,4,15.76,25.89,10.82,1.09,9.04,3.41,0.02,7.01,35.51,3.18,24.95,,Food Products
TRI,Thomson Reuters Corporation,,Industrials,29,112.01,1.59,2.15,0.445,4,1.78,0.405,2/23/22,3/15/22,91.55,123.60,8.29,6.31,4.42,3.05,6.63,19.58,Above Fair Value,6,Blended,Ex-date excl. specials,6,-92.28,5.73,7.32,3.36,3.64,0.83,0.24,5.12,96.68,3.78,78.14,,Professional Services
TROW,"T. Rowe Price Group, Inc.",,Financials,36,121.71,3.94,2.72,1.2,4,4.80,1.080,3/14/22,3/30/22,104.72,223.36,15.16,16.02,15.49,13.38,-40.84,4.57,At Fair Value,0,Blended,Ex-date excl. specials,19,-18.55,2.93,33.27,14.90,24.78,1.82,0.04,22.04,10.89,2.87,0.91,,Capital Markets
UBSI,"United Bankshares, Inc.",,Financials,48,35.99,4.00,4.07,0.36,4,1.44,0.350,12/1/21,1/3/22,31.74,40.85,2.15,1.69,1.62,1.52,0.08,2.54,At Fair Value,0,Blended,Ex-date,6,-16.04,-10.10,34.26,5.64,7.74,0.09,0.00,,13.59,1.05,2.06,,Banks
UGI,UGI Corporation,,Utilities,35,39.96,3.60,2.92,0.36,4,1.44,0.345,6/14/22,7/1/22,33.05,47.04,4.50,8.91,7.71,7.14,-13.72,-7.10,In the Margin of Safety,-13,Blended,Ex-date,11,0.00,45.94,14.09,6.11,24.41,1.70,0.53,11.65,5.99,1.39,0.26,,Gas Utilities
UHT,Universal Health Realty Income Trust,,Real Estate,37,49.39,5.75,4.13,0.71,4,2.84,0.705,6/16/22,6/30/22,47.27,61.32,1.44,1.47,1.49,1.46,-9.04,-10.87,In the Margin of Safety,-35,Blended,Ex-date,7,379.78,6.43,121.82,3.44,55.17,9.63,0.60,3.61,6.81,3.13,0.36,,Equity Real Estate Investment Trusts (REITs)
UMBF,UMB Financial Corporation,,Financials,30,89.93,1.65,1.75,0.37,4,1.48,0.320,9/9/21,10/1/21,81.57,112.24,16.54,7.55,7.95,6.22,-6.02,11.35,In the Margin of Safety,-6,Blended,Ex-date excl. specials,10,1.10,4.04,30.37,15.77,14.53,0.11,0.00,,10.00,1.58,0.50,,Banks
UVV,Universal Corporation,,Consumer Staples,51,49.18,6.43,5.20,0.79,4,3.16,0.780,7/8/22,8/1/22,46.24,64.13,1.30,1.32,7.84,4.87,12.44,5.93,In the Margin of Safety,-13,Blended,Ex-date,14,0.23,8.22,3.99,-2.18,7.59,2.61,0.43,4.89,17.23,1.13,0.85,,Tobacco
WABC,Westamerica Bancorporation,,Financials,30,55.86,3.01,2.83,0.42,4,1.68,0.410,11/5/21,11/19/21,53.24,63.43,1.83,1.23,1.38,1.29,-1.25,-0.62,In the Margin of Safety,-21,Blended,Ex-date,4,5.85,3.24,41.39,3.19,12.57,0.13,0.00,,16.31,2.43,2.10,,Banks
WBA,"Walgreens Boots Alliance, Inc.",,Consumer Staples,47,35.96,5.34,3.77,0.48,4,1.92,0.478,8/18/22,9/9/22,34.53,55.00,2.15,2.77,4.96,7.82,-24.92,-7.90,In the Margin of Safety,-44,Blended,Ex-date,10,159.36,4.59,4.00,5.86,18.17,0.79,0.56,2.70,7.42,1.45,0.91,,Food and Staples Retailing
WMT,Walmart Inc.,,Consumer Staples,49,136.43,1.64,1.90,0.56,4,2.24,0.550,3/17/22,4/4/22,117.27,160.77,1.84,1.87,1.91,3.83,-12.47,4.96,At Fair Value,0,Blended,Ex-date,4,0.00,8.46,2.36,7.61,16.21,0.85,0.44,9.89,26.29,4.64,6.98,,Food and Staples Retailing
WPC,W. P. Carey Inc.,,Real Estate,25,85.72,4.94,5.62,1.059,4,4.24,1.057,6/29/22,7/15/22,73.02,89.63,0.84,0.82,1.25,6.48,17.00,6.52,At Fair Value,0,Blended,Ex-date excl. specials,6,6.98,9.02,38.30,5.14,7.00,1.43,0.47,3.07,30.09,2.10,26.01,,Equity Real Estate Investment Trusts (REITs)
WST,"West Pharmaceutical Services, Inc.",,Health Care,29,308.13,0.23,0.35,0.18,4,0.72,0.170,11/9/21,11/17/21,275.89,475.00,5.98,6.37,6.85,7.18,-15.64,34.57,In the Margin of Safety,-44,Blended,Ex-date,7,30.99,16.10,23.42,9.06,30.77,3.14,0.13,19.31,32.91,9.23,1.07,,Healthcare Equipment and Supplies
WTRG,"Essential Utilities, Inc.",,Utilities,31,48.66,2.36,2.25,0.287,4,1.15,0.268,8/11/22,9/1/22,40.97,53.93,6.99,6.99,7.00,7.52,2.68,5.79,At Fair Value,0,Blended,Ex-date,9,3.37,13.44,21.94,2.49,8.82,0.76,0.55,3.48,26.69,2.26,4.83,,Water Utilities
XOM,Exxon Mobil Corporation,,Energy,40,94.91,3.71,5.11,0.88,4,3.52,0.870,11/10/21,12/10/21,52.96,105.57,0.87,1.78,3.06,5.90,42.72,10.30,At Fair Value,0,Blended,Ex-date,7,0.00,64.43,10.98,15.01,23.05,1.17,0.21,13.64,9.38,2.02,0.35,,"Oil, Gas and Consumable Fuels"
YORW,The York Water Company,,Utilities,25,43.96,1.77,1.81,0.195,4,0.78,0.187,12/30/21,1/14/22,37.52,51.78,4.01,4.00,3.96,3.80,-9.18,5.97,At Fair Value,0,Blended,Ex-date,6,4.02,5.21,30.82,1.64,10.14,0.69,0.38,4.78,30.57,2.87,4.28,,Water Utilities
